Methods	Root	Root_Error	NNI_Error	Diamond	nTrees	h_0	h_1	h_2
InferNetwork_MPL	r3	0.1	0.1	d2	100	0	72	28
InferNetwork_MPL	r3	0.1	0.1	d2	500	0	67	33
InferNetwork_MPL	r3	0.1	0.1	d2	1000	0	68	32
InferNetwork_MPL	r3	0.1	0.1	d2	5000	0	58	42
InferNetwork_MPL	r3	0.1	0.1	d3	100	0	61	39
InferNetwork_MPL	r3	0.1	0.1	d3	500	0	54	46
InferNetwork_MPL	r3	0.1	0.1	d3	1000	0	52	48
InferNetwork_MPL	r3	0.1	0.1	d3	5000	0	48	52
InferNetwork_MPL	r3	0.1	0.1	d4	100	0	63	37
InferNetwork_MPL	r3	0.1	0.1	d4	500	0	64	36
InferNetwork_MPL	r3	0.1	0.1	d4	1000	0	53	47
InferNetwork_MPL	r3	0.1	0.1	d4	5000	0	51	49
InferNetwork_MPL	r3	0.1	0.1	d5	100	0	69	31
InferNetwork_MPL	r3	0.1	0.1	d5	500	0	57	43
InferNetwork_MPL	r3	0.1	0.1	d5	1000	0	48	52
InferNetwork_MPL	r3	0.1	0.1	d5	5000	0	43	57
InferNetwork_MPL	r3	0.1	0.1	d6	100	0	74	26
InferNetwork_MPL	r3	0.1	0.1	d6	500	0	75	25
InferNetwork_MPL	r3	0.1	0.1	d6	1000	0	75	25
InferNetwork_MPL	r3	0.1	0.1	d6	5000	0	54	46
InferNetwork_MPL	r3	0.1	0.1	d7	100	0	56	44
InferNetwork_MPL	r3	0.1	0.1	d7	500	0	50	50
InferNetwork_MPL	r3	0.1	0.1	d7	1000	0	47	53
InferNetwork_MPL	r3	0.1	0.1	d7	5000	0	37	63
InferNetwork_MPL	r3	0.1	0.1	d8	100	1	68	31
InferNetwork_MPL	r3	0.1	0.1	d8	500	0	71	29
InferNetwork_MPL	r3	0.1	0.1	d8	1000	0	76	24
InferNetwork_MPL	r3	0.1	0.1	d8	5000	0	64	36
InferNetwork_MPL	r3	0.1	0.1	d9	100	0	69	31
InferNetwork_MPL	r3	0.1	0.1	d9	500	0	56	44
InferNetwork_MPL	r3	0.1	0.1	d9	1000	0	47	53
InferNetwork_MPL	r3	0.1	0.1	d9	5000	0	35	65
InferNetwork_MPL	r3	0.3	0	d1	100	2	57	41
InferNetwork_MPL	r3	0.3	0	d1	500	0	53	47
InferNetwork_MPL	r3	0.3	0	d1	1000	0	52	48
InferNetwork_MPL	r3	0.3	0	d1	5000	0	49	51
InferNetwork_MPL	r3	0.3	0	d2	100	0	50	50
InferNetwork_MPL	r3	0.3	0	d2	500	0	66	34
InferNetwork_MPL	r3	0.3	0	d2	1000	0	63	37
InferNetwork_MPL	r3	0.3	0	d2	5000	0	66	34
InferNetwork_MPL	r3	0.3	0	d3	100	0	45	55
InferNetwork_MPL	r3	0.3	0	d3	500	0	61	39
InferNetwork_MPL	r3	0.3	0	d3	1000	0	57	43
InferNetwork_MPL	r3	0.3	0	d3	5000	0	47	53
InferNetwork_MPL	r3	0.3	0	d4	100	0	57	43
InferNetwork_MPL	r3	0.3	0	d4	500	0	61	39
InferNetwork_MPL	r3	0.3	0	d4	1000	0	65	35
InferNetwork_MPL	r3	0.3	0	d4	5000	0	47	53
InferNetwork_MPL	r3	0.3	0	d5	100	0	54	46
InferNetwork_MPL	r3	0.3	0	d5	500	0	56	44
InferNetwork_MPL	r3	0.3	0	d5	1000	0	52	48
InferNetwork_MPL	r3	0.3	0	d5	5000	0	57	43
InferNetwork_MPL	r3	0.3	0	d6	100	0	44	56
InferNetwork_MPL	r3	0.3	0	d6	500	0	49	51
InferNetwork_MPL	r3	0.3	0	d6	1000	0	47	53
InferNetwork_MPL	r3	0.3	0	d6	5000	0	41	59
InferNetwork_MPL	r3	0.3	0	d7	100	0	54	46
InferNetwork_MPL	r3	0.3	0	d7	500	0	52	48
InferNetwork_MPL	r3	0.3	0	d7	1000	0	45	55
InferNetwork_MPL	r3	0.3	0	d7	5000	0	32	68
InferNetwork_MPL	r3	0.3	0	d8	100	0	50	50
InferNetwork_MPL	r3	0.3	0	d8	500	0	59	41
InferNetwork_MPL	r3	0.3	0	d8	1000	0	61	39
InferNetwork_MPL	r3	0.3	0	d8	5000	0	42	58
InferNetwork_MPL	r3	0.3	0	d9	100	0	48	52
InferNetwork_MPL	r3	0.3	0	d9	500	0	48	52
InferNetwork_MPL	r3	0.3	0	d9	1000	0	43	57
InferNetwork_MPL	r3	0.3	0	d9	5000	0	38	62
InferNetwork_MPL	r3	0.3	0.3	d1	100	2	42	56
InferNetwork_MPL	r3	0.3	0.3	d1	500	0	54	46
InferNetwork_MPL	r3	0.3	0.3	d1	1000	0	48	52
InferNetwork_MPL	r3	0.3	0.3	d1	5000	0	41	59
InferNetwork_MPL	r3	0.3	0.3	d2	100	0	44	56
InferNetwork_MPL	r3	0.3	0.3	d2	500	0	59	41
InferNetwork_MPL	r3	0.3	0.3	d2	1000	0	64	36
InferNetwork_MPL	r3	0.3	0.3	d2	5000	0	53	47
InferNetwork_MPL	r3	0.3	0.3	d3	100	0	38	62
InferNetwork_MPL	r3	0.3	0.3	d3	500	0	40	60
InferNetwork_MPL	r3	0.3	0.3	d3	1000	0	37	63
InferNetwork_MPL	r3	0.3	0.3	d3	5000	0	26	74
InferNetwork_MPL	r3	0.3	0.3	d4	100	0	46	54
InferNetwork_MPL	r3	0.3	0.3	d4	500	0	70	30
InferNetwork_MPL	r3	0.3	0.3	d4	1000	0	57	43
InferNetwork_MPL	r3	0.3	0.3	d4	5000	0	45	55
InferNetwork_MPL	r3	0.3	0.3	d5	100	0	52	48
InferNetwork_MPL	r3	0.3	0.3	d5	500	0	52	48
InferNetwork_MPL	r3	0.3	0.3	d5	1000	0	52	48
InferNetwork_MPL	r3	0.3	0.3	d5	5000	0	39	61
InferNetwork_MPL	r3	0.3	0.3	d6	100	0	53	47
InferNetwork_MPL	r3	0.3	0.3	d6	500	0	69	31
InferNetwork_MPL	r3	0.3	0.3	d6	1000	0	67	33
InferNetwork_MPL	r3	0.3	0.3	d6	5000	0	58	42
InferNetwork_MPL	r3	0.3	0.3	d7	100	0	47	53
InferNetwork_MPL	r3	0.3	0.3	d7	500	0	31	69
InferNetwork_MPL	r3	0.3	0.3	d7	1000	0	46	54
InferNetwork_MPL	r3	0.3	0.3	d7	5000	0	42	58
InferNetwork_MPL	r3	0.3	0.3	d8	100	0	54	46
InferNetwork_MPL	r3	0.3	0.3	d8	500	0	57	43
InferNetwork_MPL	r3	0.3	0.3	d8	1000	0	48	52
InferNetwork_MPL	r3	0.3	0.3	d8	5000	0	39	61
InferNetwork_MPL	r3	0.3	0.3	d9	100	0	41	59
InferNetwork_MPL	r3	0.3	0.3	d9	500	0	44	56
InferNetwork_MPL	r3	0.3	0.3	d9	1000	0	48	52
InferNetwork_MPL	r3	0.3	0.3	d9	5000	0	31	69
SNaQ	r1	0	0	d1	100	0	100	0
SNaQ	r1	0	0	d1	500	0	100	0
SNaQ	r1	0	0	d1	1000	0	100	0
SNaQ	r1	0	0	d1	5000	0	100	0
SNaQ	r1	0	0	d2	100	0	100	0
SNaQ	r1	0	0	d2	500	0	100	0
SNaQ	r1	0	0	d2	1000	0	100	0
SNaQ	r1	0	0	d2	5000	0	100	0
SNaQ	r1	0	0	d3	100	0	100	0
SNaQ	r1	0	0	d3	500	0	100	0
SNaQ	r1	0	0	d3	1000	0	100	0
SNaQ	r1	0	0	d3	5000	0	100	0
SNaQ	r1	0	0	d4	100	0	100	0
SNaQ	r1	0	0	d4	500	0	99	1
SNaQ	r1	0	0	d4	1000	0	100	0
SNaQ	r1	0	0	d4	5000	0	100	0
SNaQ	r1	0	0	d5	100	0	99	1
SNaQ	r1	0	0	d5	500	0	99	1
SNaQ	r1	0	0	d5	1000	0	93	7
SNaQ	r1	0	0	d5	5000	0	94	6
SNaQ	r1	0	0	d6	100	0	100	0
SNaQ	r1	0	0	d6	500	0	100	0
SNaQ	r1	0	0	d6	1000	0	100	0
SNaQ	r1	0	0	d6	5000	0	100	0
SNaQ	r1	0	0	d7	100	0	100	0
SNaQ	r1	0	0	d7	500	0	100	0
SNaQ	r1	0	0	d7	1000	0	100	0
SNaQ	r1	0	0	d7	5000	0	100	0
SNaQ	r1	0	0	d8	100	0	100	0
SNaQ	r1	0	0	d8	500	0	100	0
SNaQ	r1	0	0	d8	1000	0	100	0
SNaQ	r1	0	0	d8	5000	0	100	0
SNaQ	r1	0	0	d9	100	0	100	0
SNaQ	r1	0	0	d9	500	0	100	0
SNaQ	r1	0	0	d9	1000	0	100	0
SNaQ	r1	0	0	d9	5000	0	100	0
SNaQ	r1	0.1	0	d1	100	0	100	0
SNaQ	r1	0.1	0	d1	500	0	100	0
SNaQ	r1	0.1	0	d1	1000	0	100	0
SNaQ	r1	0.1	0	d1	5000	0	100	0
SNaQ	r1	0.1	0	d2	100	0	100	0
SNaQ	r1	0.1	0	d2	500	0	100	0
SNaQ	r1	0.1	0	d2	1000	0	100	0
SNaQ	r1	0.1	0	d2	5000	0	100	0
SNaQ	r1	0.1	0	d3	100	0	99	1
SNaQ	r1	0.1	0	d3	500	0	100	0
SNaQ	r1	0.1	0	d3	1000	0	100	0
SNaQ	r1	0.1	0	d3	5000	0	100	0
SNaQ	r1	0.1	0	d4	100	0	98	2
SNaQ	r1	0.1	0	d4	500	0	100	0
SNaQ	r1	0.1	0	d4	1000	0	100	0
SNaQ	r1	0.1	0	d4	5000	0	100	0
SNaQ	r1	0.1	0	d5	100	0	96	4
SNaQ	r1	0.1	0	d5	500	0	98	2
SNaQ	r1	0.1	0	d5	1000	0	95	5
SNaQ	r1	0.1	0	d5	5000	0	98	2
SNaQ	r1	0.1	0	d6	100	0	100	0
SNaQ	r1	0.1	0	d6	500	0	100	0
SNaQ	r1	0.1	0	d6	1000	0	100	0
SNaQ	r1	0.1	0	d6	5000	0	100	0
SNaQ	r1	0.1	0	d7	100	0	100	0
SNaQ	r1	0.1	0	d7	500	0	100	0
SNaQ	r1	0.1	0	d7	1000	0	100	0
SNaQ	r1	0.1	0	d7	5000	0	100	0
SNaQ	r1	0.1	0	d8	100	0	100	0
SNaQ	r1	0.1	0	d8	500	0	98	2
SNaQ	r1	0.1	0	d8	1000	0	100	0
SNaQ	r1	0.1	0	d8	5000	0	99	1
SNaQ	r1	0.1	0	d9	100	0	99	1
SNaQ	r1	0.1	0	d9	500	0	100	0
SNaQ	r1	0.1	0	d9	1000	0	100	0
SNaQ	r1	0.1	0	d9	5000	0	100	0
SNaQ	r1	0.1	0.1	d1	100	0	99	1
SNaQ	r1	0.1	0.1	d1	500	0	100	0
SNaQ	r1	0.1	0.1	d1	1000	0	100	0
SNaQ	r1	0.1	0.1	d1	5000	0	100	0
SNaQ	r1	0.1	0.1	d2	100	0	100	0
SNaQ	r1	0.1	0.1	d2	500	0	100	0
SNaQ	r1	0.1	0.1	d2	1000	0	100	0
SNaQ	r1	0.1	0.1	d2	5000	0	100	0
SNaQ	r1	0.1	0.1	d3	100	0	100	0
SNaQ	r1	0.1	0.1	d3	500	0	100	0
SNaQ	r1	0.1	0.1	d3	1000	0	100	0
SNaQ	r1	0.1	0.1	d3	5000	0	100	0
SNaQ	r1	0.1	0.1	d4	100	0	100	0
SNaQ	r1	0.1	0.1	d4	500	0	100	0
SNaQ	r1	0.1	0.1	d4	1000	0	100	0
SNaQ	r1	0.1	0.1	d4	5000	0	100	0
SNaQ	r1	0.1	0.1	d5	100	0	97	3
SNaQ	r1	0.1	0.1	d5	500	0	98	2
SNaQ	r1	0.1	0.1	d5	1000	0	99	1
SNaQ	r1	0.1	0.1	d5	5000	0	97	3
SNaQ	r1	0.1	0.1	d6	100	0	100	0
SNaQ	r1	0.1	0.1	d6	500	0	100	0
SNaQ	r1	0.1	0.1	d6	1000	0	100	0
SNaQ	r1	0.1	0.1	d6	5000	0	100	0
SNaQ	r1	0.1	0.1	d7	100	0	100	0
SNaQ	r1	0.1	0.1	d7	500	0	100	0
SNaQ	r1	0.1	0.1	d7	1000	0	100	0
SNaQ	r1	0.1	0.1	d7	5000	0	100	0
SNaQ	r1	0.1	0.1	d8	100	0	100	0
SNaQ	r1	0.1	0.1	d8	500	0	99	1
SNaQ	r1	0.1	0.1	d8	1000	0	100	0
SNaQ	r1	0.1	0.1	d8	5000	0	100	0
SNaQ	r1	0.1	0.1	d9	100	0	100	0
SNaQ	r1	0.1	0.1	d9	500	0	100	0
SNaQ	r1	0.1	0.1	d9	1000	0	100	0
SNaQ	r1	0.1	0.1	d9	5000	0	100	0
SNaQ	r1	0.3	0	d1	100	0	99	1
SNaQ	r1	0.3	0	d1	500	0	100	0
SNaQ	r1	0.3	0	d1	1000	0	100	0
SNaQ	r1	0.3	0	d1	5000	0	100	0
SNaQ	r1	0.3	0	d2	100	0	100	0
SNaQ	r1	0.3	0	d2	500	0	100	0
SNaQ	r1	0.3	0	d2	1000	0	100	0
SNaQ	r1	0.3	0	d2	5000	0	100	0
SNaQ	r1	0.3	0	d3	100	0	100	0
SNaQ	r1	0.3	0	d3	500	0	100	0
SNaQ	r1	0.3	0	d3	1000	0	100	0
SNaQ	r1	0.3	0	d3	5000	0	100	0
SNaQ	r1	0.3	0	d4	100	0	100	0
SNaQ	r1	0.3	0	d4	500	0	100	0
SNaQ	r1	0.3	0	d4	1000	0	100	0
SNaQ	r1	0.3	0	d4	5000	0	99	1
SNaQ	r1	0.3	0	d5	100	0	98	2
SNaQ	r1	0.3	0	d5	500	0	98	2
SNaQ	r1	0.3	0	d5	1000	0	97	3
SNaQ	r1	0.3	0	d5	5000	0	97	3
SNaQ	r1	0.3	0	d6	100	0	100	0
SNaQ	r1	0.3	0	d6	500	0	100	0
SNaQ	r1	0.3	0	d6	1000	0	100	0
SNaQ	r1	0.3	0	d6	5000	0	100	0
SNaQ	r1	0.3	0	d7	100	0	100	0
SNaQ	r1	0.3	0	d7	500	0	100	0
SNaQ	r1	0.3	0	d7	1000	0	100	0
SNaQ	r1	0.3	0	d7	5000	0	100	0
SNaQ	r1	0.3	0	d8	100	0	100	0
SNaQ	r1	0.3	0	d8	500	0	100	0
SNaQ	r1	0.3	0	d8	1000	0	100	0
SNaQ	r1	0.3	0	d8	5000	0	100	0
SNaQ	r1	0.3	0	d9	100	0	100	0
SNaQ	r1	0.3	0	d9	500	0	100	0
SNaQ	r1	0.3	0	d9	1000	0	100	0
SNaQ	r1	0.3	0	d9	5000	0	100	0
SNaQ	r1	0.3	0.3	d1	100	0	99	1
SNaQ	r1	0.3	0.3	d1	500	0	100	0
SNaQ	r1	0.3	0.3	d1	1000	0	100	0
SNaQ	r1	0.3	0.3	d1	5000	0	100	0
SNaQ	r1	0.3	0.3	d2	100	0	100	0
SNaQ	r1	0.3	0.3	d2	500	0	100	0
SNaQ	r1	0.3	0.3	d2	1000	0	100	0
SNaQ	r1	0.3	0.3	d2	5000	0	100	0
SNaQ	r1	0.3	0.3	d3	100	0	100	0
SNaQ	r1	0.3	0.3	d3	500	0	100	0
SNaQ	r1	0.3	0.3	d3	1000	0	100	0
SNaQ	r1	0.3	0.3	d3	5000	0	100	0
SNaQ	r1	0.3	0.3	d4	100	0	100	0
SNaQ	r1	0.3	0.3	d4	500	0	100	0
SNaQ	r1	0.3	0.3	d4	1000	0	100	0
SNaQ	r1	0.3	0.3	d4	5000	0	100	0
SNaQ	r1	0.3	0.3	d5	100	0	98	2
SNaQ	r1	0.3	0.3	d5	500	0	96	4
SNaQ	r1	0.3	0.3	d5	1000	0	97	3
SNaQ	r1	0.3	0.3	d5	5000	0	99	1
SNaQ	r1	0.3	0.3	d6	100	0	100	0
SNaQ	r1	0.3	0.3	d6	500	0	100	0
SNaQ	r1	0.3	0.3	d6	1000	0	100	0
SNaQ	r1	0.3	0.3	d6	5000	0	100	0
SNaQ	r1	0.3	0.3	d7	100	0	100	0
SNaQ	r1	0.3	0.3	d7	500	0	100	0
SNaQ	r1	0.3	0.3	d7	1000	0	100	0
SNaQ	r1	0.3	0.3	d7	5000	0	100	0
SNaQ	r1	0.3	0.3	d8	100	0	100	0
SNaQ	r1	0.3	0.3	d8	500	0	100	0
SNaQ	r1	0.3	0.3	d8	1000	0	100	0
SNaQ	r1	0.3	0.3	d8	5000	0	100	0
SNaQ	r1	0.3	0.3	d9	100	0	100	0
SNaQ	r1	0.3	0.3	d9	500	0	100	0
SNaQ	r1	0.3	0.3	d9	1000	0	100	0
SNaQ	r1	0.3	0.3	d9	5000	0	100	0
SNaQ	r2	0	0	d1	100	0	100	0
SNaQ	r2	0	0	d1	500	0	100	0
SNaQ	r2	0	0	d1	1000	0	100	0
SNaQ	r2	0	0	d1	5000	0	100	0
SNaQ	r2	0	0	d2	100	0	99	1
SNaQ	r2	0	0	d2	500	0	100	0
SNaQ	r2	0	0	d2	1000	0	100	0
SNaQ	r2	0	0	d2	5000	0	100	0
SNaQ	r2	0	0	d3	100	0	100	0
SNaQ	r2	0	0	d3	500	0	100	0
SNaQ	r2	0	0	d3	1000	0	100	0
SNaQ	r2	0	0	d3	5000	0	100	0
SNaQ	r2	0	0	d4	100	0	100	0
SNaQ	r2	0	0	d4	500	0	100	0
SNaQ	r2	0	0	d4	1000	0	100	0
SNaQ	r2	0	0	d4	5000	0	99	1
SNaQ	r2	0	0	d5	100	0	99	1
SNaQ	r2	0	0	d5	500	0	97	3
SNaQ	r2	0	0	d5	1000	0	98	2
SNaQ	r2	0	0	d5	5000	0	98	2
SNaQ	r2	0	0	d6	100	0	100	0
SNaQ	r2	0	0	d6	500	0	100	0
SNaQ	r2	0	0	d6	1000	0	100	0
SNaQ	r2	0	0	d6	5000	0	100	0
SNaQ	r2	0	0	d7	100	0	100	0
SNaQ	r2	0	0	d7	500	0	100	0
SNaQ	r2	0	0	d7	1000	0	100	0
SNaQ	r2	0	0	d7	5000	0	100	0
SNaQ	r2	0	0	d8	100	0	99	1
SNaQ	r2	0	0	d8	500	0	100	0
SNaQ	r2	0	0	d8	1000	0	100	0
SNaQ	r2	0	0	d8	5000	0	100	0
SNaQ	r2	0	0	d9	100	0	99	1
SNaQ	r2	0	0	d9	500	0	100	0
SNaQ	r2	0	0	d9	1000	0	100	0
SNaQ	r2	0	0	d9	5000	0	100	0
SNaQ	r2	0.1	0	d1	100	0	99	1
SNaQ	r2	0.1	0	d1	500	0	100	0
SNaQ	r2	0.1	0	d1	1000	0	100	0
SNaQ	r2	0.1	0	d1	5000	0	100	0
SNaQ	r2	0.1	0	d2	100	0	99	1
SNaQ	r2	0.1	0	d2	500	0	100	0
SNaQ	r2	0.1	0	d2	1000	0	100	0
SNaQ	r2	0.1	0	d2	5000	0	100	0
SNaQ	r2	0.1	0	d3	100	0	100	0
SNaQ	r2	0.1	0	d3	500	0	100	0
SNaQ	r2	0.1	0	d3	1000	0	100	0
SNaQ	r2	0.1	0	d3	5000	0	100	0
SNaQ	r2	0.1	0	d4	100	0	100	0
SNaQ	r2	0.1	0	d4	500	0	100	0
SNaQ	r2	0.1	0	d4	1000	0	100	0
SNaQ	r2	0.1	0	d4	5000	0	100	0
SNaQ	r2	0.1	0	d5	100	0	97	3
SNaQ	r2	0.1	0	d5	500	0	98	2
SNaQ	r2	0.1	0	d5	1000	0	98	2
SNaQ	r2	0.1	0	d5	5000	0	98	2
SNaQ	r2	0.1	0	d6	100	0	100	0
SNaQ	r2	0.1	0	d6	500	0	100	0
SNaQ	r2	0.1	0	d6	1000	0	100	0
SNaQ	r2	0.1	0	d6	5000	0	100	0
SNaQ	r2	0.1	0	d7	100	0	100	0
SNaQ	r2	0.1	0	d7	500	0	100	0
SNaQ	r2	0.1	0	d7	1000	0	100	0
SNaQ	r2	0.1	0	d7	5000	0	100	0
SNaQ	r2	0.1	0	d8	100	0	99	1
SNaQ	r2	0.1	0	d8	500	0	100	0
SNaQ	r2	0.1	0	d8	1000	0	100	0
SNaQ	r2	0.1	0	d8	5000	0	100	0
SNaQ	r2	0.1	0	d9	100	0	100	0
SNaQ	r2	0.1	0	d9	500	0	100	0
SNaQ	r2	0.1	0	d9	1000	0	100	0
SNaQ	r2	0.1	0	d9	5000	0	100	0
SNaQ	r2	0.1	0.1	d1	100	0	100	0
SNaQ	r2	0.1	0.1	d1	500	0	100	0
SNaQ	r2	0.1	0.1	d1	1000	0	100	0
SNaQ	r2	0.1	0.1	d1	5000	0	100	0
SNaQ	r2	0.1	0.1	d2	100	0	99	1
SNaQ	r2	0.1	0.1	d2	500	0	100	0
SNaQ	r2	0.1	0.1	d2	1000	0	100	0
SNaQ	r2	0.1	0.1	d2	5000	0	100	0
SNaQ	r2	0.1	0.1	d3	100	0	100	0
SNaQ	r2	0.1	0.1	d3	500	0	100	0
SNaQ	r2	0.1	0.1	d3	1000	0	100	0
SNaQ	r2	0.1	0.1	d3	5000	0	100	0
SNaQ	r2	0.1	0.1	d4	100	0	100	0
SNaQ	r2	0.1	0.1	d4	500	0	100	0
SNaQ	r2	0.1	0.1	d4	1000	0	100	0
SNaQ	r2	0.1	0.1	d4	5000	0	100	0
SNaQ	r2	0.1	0.1	d5	100	0	99	1
SNaQ	r2	0.1	0.1	d5	500	0	97	3
SNaQ	r2	0.1	0.1	d5	1000	0	96	4
SNaQ	r2	0.1	0.1	d5	5000	0	99	1
SNaQ	r2	0.1	0.1	d6	100	0	100	0
SNaQ	r2	0.1	0.1	d6	500	0	100	0
SNaQ	r2	0.1	0.1	d6	1000	0	100	0
SNaQ	r2	0.1	0.1	d6	5000	0	100	0
SNaQ	r2	0.1	0.1	d7	100	0	100	0
SNaQ	r2	0.1	0.1	d7	500	0	100	0
SNaQ	r2	0.1	0.1	d7	1000	0	100	0
SNaQ	r2	0.1	0.1	d7	5000	0	100	0
SNaQ	r2	0.1	0.1	d8	100	0	100	0
SNaQ	r2	0.1	0.1	d8	500	0	100	0
SNaQ	r2	0.1	0.1	d8	1000	0	100	0
SNaQ	r2	0.1	0.1	d8	5000	0	100	0
SNaQ	r2	0.1	0.1	d9	100	0	99	1
SNaQ	r2	0.1	0.1	d9	500	0	100	0
SNaQ	r2	0.1	0.1	d9	1000	0	100	0
SNaQ	r2	0.1	0.1	d9	5000	0	100	0
SNaQ	r2	0.3	0	d1	100	0	100	0
SNaQ	r2	0.3	0	d1	500	0	100	0
SNaQ	r2	0.3	0	d1	1000	0	100	0
SNaQ	r2	0.3	0	d1	5000	0	100	0
SNaQ	r2	0.3	0	d2	100	0	100	0
SNaQ	r2	0.3	0	d2	500	0	100	0
SNaQ	r2	0.3	0	d2	1000	0	100	0
SNaQ	r2	0.3	0	d2	5000	0	100	0
SNaQ	r2	0.3	0	d3	100	0	100	0
SNaQ	r2	0.3	0	d3	500	0	100	0
SNaQ	r2	0.3	0	d3	1000	0	100	0
SNaQ	r2	0.3	0	d3	5000	0	100	0
SNaQ	r2	0.3	0	d4	100	0	100	0
SNaQ	r2	0.3	0	d4	500	0	100	0
SNaQ	r2	0.3	0	d4	1000	0	100	0
SNaQ	r2	0.3	0	d4	5000	0	100	0
SNaQ	r2	0.3	0	d5	100	0	98	2
SNaQ	r2	0.3	0	d5	500	0	98	2
SNaQ	r2	0.3	0	d5	1000	0	99	1
SNaQ	r2	0.3	0	d5	5000	0	99	1
SNaQ	r2	0.3	0	d6	100	0	100	0
SNaQ	r2	0.3	0	d6	500	0	100	0
SNaQ	r2	0.3	0	d6	1000	0	100	0
SNaQ	r2	0.3	0	d6	5000	0	100	0
SNaQ	r2	0.3	0	d7	100	0	100	0
SNaQ	r2	0.3	0	d7	500	0	100	0
SNaQ	r2	0.3	0	d7	1000	0	100	0
SNaQ	r2	0.3	0	d7	5000	0	100	0
SNaQ	r2	0.3	0	d8	100	0	100	0
SNaQ	r2	0.3	0	d8	500	0	100	0
SNaQ	r2	0.3	0	d8	1000	0	100	0
SNaQ	r2	0.3	0	d8	5000	0	100	0
SNaQ	r2	0.3	0	d9	100	0	100	0
SNaQ	r2	0.3	0	d9	500	0	100	0
SNaQ	r2	0.3	0	d9	1000	0	100	0
SNaQ	r2	0.3	0	d9	5000	0	100	0
SNaQ	r2	0.3	0.3	d1	100	0	99	1
SNaQ	r2	0.3	0.3	d1	500	0	100	0
SNaQ	r2	0.3	0.3	d1	1000	0	100	0
SNaQ	r2	0.3	0.3	d1	5000	0	100	0
SNaQ	r2	0.3	0.3	d2	100	0	100	0
SNaQ	r2	0.3	0.3	d2	500	0	100	0
SNaQ	r2	0.3	0.3	d2	1000	0	99	1
SNaQ	r2	0.3	0.3	d2	5000	0	100	0
SNaQ	r2	0.3	0.3	d3	100	0	98	2
SNaQ	r2	0.3	0.3	d3	500	0	100	0
SNaQ	r2	0.3	0.3	d3	1000	0	100	0
SNaQ	r2	0.3	0.3	d3	5000	0	100	0
SNaQ	r2	0.3	0.3	d4	100	0	99	1
SNaQ	r2	0.3	0.3	d4	500	0	100	0
SNaQ	r2	0.3	0.3	d4	1000	0	100	0
SNaQ	r2	0.3	0.3	d4	5000	0	100	0
SNaQ	r2	0.3	0.3	d5	100	0	99	1
SNaQ	r2	0.3	0.3	d5	500	0	100	0
SNaQ	r2	0.3	0.3	d5	1000	0	98	2
SNaQ	r2	0.3	0.3	d5	5000	0	99	1
SNaQ	r2	0.3	0.3	d6	100	0	100	0
SNaQ	r2	0.3	0.3	d6	500	0	100	0
SNaQ	r2	0.3	0.3	d6	1000	0	100	0
SNaQ	r2	0.3	0.3	d6	5000	0	100	0
SNaQ	r2	0.3	0.3	d7	100	0	98	2
SNaQ	r2	0.3	0.3	d7	500	0	100	0
SNaQ	r2	0.3	0.3	d7	1000	0	100	0
SNaQ	r2	0.3	0.3	d7	5000	0	100	0
SNaQ	r2	0.3	0.3	d8	100	0	100	0
SNaQ	r2	0.3	0.3	d8	500	0	100	0
SNaQ	r2	0.3	0.3	d8	1000	0	100	0
SNaQ	r2	0.3	0.3	d8	5000	0	100	0
SNaQ	r2	0.3	0.3	d9	100	0	100	0
SNaQ	r2	0.3	0.3	d9	500	0	100	0
SNaQ	r2	0.3	0.3	d9	1000	0	100	0
SNaQ	r2	0.3	0.3	d9	5000	0	100	0
SNaQ	r3	0	0	d1	100	0	100	0
SNaQ	r3	0	0	d1	500	0	100	0
SNaQ	r3	0	0	d1	1000	0	100	0
SNaQ	r3	0	0	d1	5000	0	99	1
SNaQ	r3	0	0	d2	100	0	100	0
SNaQ	r3	0	0	d2	500	0	100	0
SNaQ	r3	0	0	d2	1000	0	100	0
SNaQ	r3	0	0	d2	5000	0	100	0
SNaQ	r3	0	0	d3	100	0	100	0
SNaQ	r3	0	0	d3	500	0	100	0
SNaQ	r3	0	0	d3	1000	0	100	0
SNaQ	r3	0	0	d3	5000	0	100	0
SNaQ	r3	0	0	d4	100	0	100	0
SNaQ	r3	0	0	d4	500	0	100	0
SNaQ	r3	0	0	d4	1000	0	100	0
SNaQ	r3	0	0	d4	5000	0	100	0
SNaQ	r3	0	0	d5	100	0	99	1
SNaQ	r3	0	0	d5	500	0	95	5
SNaQ	r3	0	0	d5	1000	0	100	0
SNaQ	r3	0	0	d5	5000	0	99	1
SNaQ	r3	0	0	d6	100	0	100	0
SNaQ	r3	0	0	d6	500	0	100	0
SNaQ	r3	0	0	d6	1000	0	100	0
SNaQ	r3	0	0	d6	5000	0	100	0
SNaQ	r3	0	0	d7	100	0	100	0
SNaQ	r3	0	0	d7	500	0	100	0
SNaQ	r3	0	0	d7	1000	0	100	0
SNaQ	r3	0	0	d7	5000	0	100	0
SNaQ	r3	0	0	d8	100	0	100	0
SNaQ	r3	0	0	d8	500	0	100	0
SNaQ	r3	0	0	d8	1000	0	100	0
SNaQ	r3	0	0	d8	5000	0	100	0
SNaQ	r3	0	0	d9	100	0	100	0
SNaQ	r3	0	0	d9	500	0	100	0
SNaQ	r3	0	0	d9	1000	0	100	0
