Methods	Root	Root.Error	NNI.Error	Diamond	nTrees	Percent_Correct
InferNetwork_MPL	r1	0.1	0.1	d2	500	100
InferNetwork_MPL	r1	0.1	0.1	d2	1000	100
InferNetwork_MPL	r1	0.1	0.1	d2	5000	98
InferNetwork_MPL	r1	0.1	0.1	d3	100	99
InferNetwork_MPL	r1	0.1	0.1	d3	500	100
InferNetwork_MPL	r1	0.1	0.1	d3	1000	100
InferNetwork_MPL	r1	0.1	0.1	d3	5000	100
InferNetwork_MPL	r1	0.1	0.1	d4	100	100
InferNetwork_MPL	r1	0.1	0.1	d4	500	100
InferNetwork_MPL	r1	0.1	0.1	d4	1000	100
InferNetwork_MPL	r1	0.1	0.1	d4	5000	100
InferNetwork_MPL	r1	0.1	0.1	d5	100	100
InferNetwork_MPL	r1	0.1	0.1	d5	500	100
InferNetwork_MPL	r1	0.1	0.1	d5	1000	100
InferNetwork_MPL	r1	0.1	0.1	d5	5000	100
InferNetwork_MPL	r1	0.1	0.1	d6	100	99
InferNetwork_MPL	r1	0.1	0.1	d6	500	100
InferNetwork_MPL	r1	0.1	0.1	d6	1000	100
InferNetwork_MPL	r1	0.1	0.1	d6	5000	100
InferNetwork_MPL	r1	0.1	0.1	d7	100	100
InferNetwork_MPL	r1	0.1	0.1	d7	500	100
InferNetwork_MPL	r1	0.1	0.1	d7	1000	100
InferNetwork_MPL	r1	0.1	0.1	d7	5000	100
InferNetwork_MPL	r1	0.1	0.1	d8	100	100
InferNetwork_MPL	r1	0.1	0.1	d8	500	100
InferNetwork_MPL	r1	0.1	0.1	d8	1000	100
InferNetwork_MPL	r1	0.1	0.1	d8	5000	100
InferNetwork_MPL	r1	0.1	0.1	d9	100	100
InferNetwork_MPL	r1	0.1	0.1	d9	500	100
InferNetwork_MPL	r1	0.1	0.1	d9	1000	100
InferNetwork_MPL	r1	0.1	0.1	d9	5000	100
InferNetwork_MPL	r1	0.3	0	d1	100	87
InferNetwork_MPL	r1	0.3	0	d1	500	96
InferNetwork_MPL	r1	0.3	0	d1	1000	100
InferNetwork_MPL	r1	0.3	0	d1	5000	100
InferNetwork_MPL	r1	0.3	0	d2	100	94
InferNetwork_MPL	r1	0.3	0	d2	500	98
InferNetwork_MPL	r1	0.3	0	d2	1000	100
InferNetwork_MPL	r1	0.3	0	d2	5000	100
InferNetwork_MPL	r1	0.3	0	d3	100	95
InferNetwork_MPL	r1	0.3	0	d3	500	98
InferNetwork_MPL	r1	0.3	0	d3	1000	97
InferNetwork_MPL	r1	0.3	0	d3	5000	99
InferNetwork_MPL	r1	0.3	0	d4	100	96
InferNetwork_MPL	r1	0.3	0	d4	500	99
InferNetwork_MPL	r1	0.3	0	d4	1000	100
InferNetwork_MPL	r1	0.3	0	d4	5000	100
InferNetwork_MPL	r1	0.3	0	d5	100	100
InferNetwork_MPL	r1	0.3	0	d5	500	100
InferNetwork_MPL	r1	0.3	0	d5	1000	100
InferNetwork_MPL	r1	0.3	0	d5	5000	100
InferNetwork_MPL	r1	0.3	0	d6	100	96
InferNetwork_MPL	r1	0.3	0	d6	500	100
InferNetwork_MPL	r1	0.3	0	d6	1000	100
InferNetwork_MPL	r1	0.3	0	d6	5000	100
InferNetwork_MPL	r1	0.3	0	d7	100	99
InferNetwork_MPL	r1	0.3	0	d7	500	100
InferNetwork_MPL	r1	0.3	0	d7	1000	100
InferNetwork_MPL	r1	0.3	0	d7	5000	100
InferNetwork_MPL	r1	0.3	0	d8	100	100
InferNetwork_MPL	r1	0.3	0	d8	500	100
InferNetwork_MPL	r1	0.3	0	d8	1000	100
InferNetwork_MPL	r1	0.3	0	d8	5000	100
InferNetwork_MPL	r1	0.3	0	d9	100	99
InferNetwork_MPL	r1	0.3	0	d9	500	100
InferNetwork_MPL	r1	0.3	0	d9	1000	100
InferNetwork_MPL	r1	0.3	0	d9	5000	100
InferNetwork_MPL	r1	0.3	0.3	d1	100	89
InferNetwork_MPL	r1	0.3	0.3	d1	500	92
InferNetwork_MPL	r1	0.3	0.3	d1	1000	98
InferNetwork_MPL	r1	0.3	0.3	d1	5000	97
InferNetwork_MPL	r1	0.3	0.3	d2	100	86
InferNetwork_MPL	r1	0.3	0.3	d2	500	97
InferNetwork_MPL	r1	0.3	0.3	d2	1000	97
InferNetwork_MPL	r1	0.3	0.3	d2	5000	98
InferNetwork_MPL	r1	0.3	0.3	d3	100	86
InferNetwork_MPL	r1	0.3	0.3	d3	500	99
InferNetwork_MPL	r1	0.3	0.3	d3	1000	99
InferNetwork_MPL	r1	0.3	0.3	d3	5000	100
InferNetwork_MPL	r1	0.3	0.3	d4	100	96
InferNetwork_MPL	r1	0.3	0.3	d4	500	100
InferNetwork_MPL	r1	0.3	0.3	d4	1000	100
InferNetwork_MPL	r1	0.3	0.3	d4	5000	96
InferNetwork_MPL	r1	0.3	0.3	d5	100	100
InferNetwork_MPL	r1	0.3	0.3	d5	500	100
InferNetwork_MPL	r1	0.3	0.3	d5	1000	100
InferNetwork_MPL	r1	0.3	0.3	d5	5000	100
InferNetwork_MPL	r1	0.3	0.3	d6	100	95
InferNetwork_MPL	r1	0.3	0.3	d6	500	100
InferNetwork_MPL	r1	0.3	0.3	d6	1000	100
InferNetwork_MPL	r1	0.3	0.3	d6	5000	100
InferNetwork_MPL	r1	0.3	0.3	d7	100	98
InferNetwork_MPL	r1	0.3	0.3	d7	500	99
InferNetwork_MPL	r1	0.3	0.3	d7	1000	100
InferNetwork_MPL	r1	0.3	0.3	d7	5000	100
InferNetwork_MPL	r1	0.3	0.3	d8	100	99
InferNetwork_MPL	r1	0.3	0.3	d8	500	100
InferNetwork_MPL	r1	0.3	0.3	d8	1000	100
InferNetwork_MPL	r1	0.3	0.3	d8	5000	100
InferNetwork_MPL	r1	0.3	0.3	d9	100	99
InferNetwork_MPL	r1	0.3	0.3	d9	500	100
InferNetwork_MPL	r1	0.3	0.3	d9	1000	100
InferNetwork_MPL	r1	0.3	0.3	d9	5000	100
InferNetwork_MPL	r2	0	0	d1	100	100
InferNetwork_MPL	r2	0	0	d1	500	100
InferNetwork_MPL	r2	0	0	d1	1000	100
InferNetwork_MPL	r2	0	0	d1	5000	100
InferNetwork_MPL	r2	0	0	d2	100	99
InferNetwork_MPL	r2	0	0	d2	500	100
InferNetwork_MPL	r2	0	0	d2	1000	100
InferNetwork_MPL	r2	0	0	d2	5000	100
InferNetwork_MPL	r2	0	0	d3	100	100
InferNetwork_MPL	r2	0	0	d3	500	100
InferNetwork_MPL	r2	0	0	d3	1000	100
InferNetwork_MPL	r2	0	0	d3	5000	100
InferNetwork_MPL	r2	0	0	d4	100	100
InferNetwork_MPL	r2	0	0	d4	500	100
InferNetwork_MPL	r2	0	0	d4	1000	100
InferNetwork_MPL	r2	0	0	d4	5000	100
InferNetwork_MPL	r2	0	0	d5	100	100
InferNetwork_MPL	r2	0	0	d5	500	100
InferNetwork_MPL	r2	0	0	d5	1000	100
InferNetwork_MPL	r2	0	0	d5	5000	100
InferNetwork_MPL	r2	0	0	d6	100	100
InferNetwork_MPL	r2	0	0	d6	500	100
InferNetwork_MPL	r2	0	0	d6	1000	100
InferNetwork_MPL	r2	0	0	d6	5000	100
InferNetwork_MPL	r2	0	0	d7	100	100
InferNetwork_MPL	r2	0	0	d7	500	100
InferNetwork_MPL	r2	0	0	d7	1000	100
InferNetwork_MPL	r2	0	0	d7	5000	100
InferNetwork_MPL	r2	0	0	d8	100	100
InferNetwork_MPL	r2	0	0	d8	500	100
InferNetwork_MPL	r2	0	0	d8	1000	100
InferNetwork_MPL	r2	0	0	d8	5000	100
InferNetwork_MPL	r2	0	0	d9	100	100
InferNetwork_MPL	r2	0	0	d9	500	100
InferNetwork_MPL	r2	0	0	d9	1000	100
InferNetwork_MPL	r2	0	0	d9	5000	100
InferNetwork_MPL	r2	0.1	0	d1	100	100
InferNetwork_MPL	r2	0.1	0	d1	500	100
InferNetwork_MPL	r2	0.1	0	d1	1000	100
InferNetwork_MPL	r2	0.1	0	d1	5000	100
InferNetwork_MPL	r2	0.1	0	d2	100	94
InferNetwork_MPL	r2	0.1	0	d2	500	99
InferNetwork_MPL	r2	0.1	0	d2	1000	100
InferNetwork_MPL	r2	0.1	0	d2	5000	99
InferNetwork_MPL	r2	0.1	0	d3	100	100
InferNetwork_MPL	r2	0.1	0	d3	500	100
InferNetwork_MPL	r2	0.1	0	d3	1000	100
InferNetwork_MPL	r2	0.1	0	d3	5000	100
InferNetwork_MPL	r2	0.1	0	d4	100	100
InferNetwork_MPL	r2	0.1	0	d4	500	100
InferNetwork_MPL	r2	0.1	0	d4	1000	100
InferNetwork_MPL	r2	0.1	0	d4	5000	100
InferNetwork_MPL	r2	0.1	0	d5	100	100
InferNetwork_MPL	r2	0.1	0	d5	500	100
InferNetwork_MPL	r2	0.1	0	d5	1000	100
InferNetwork_MPL	r2	0.1	0	d5	5000	100
InferNetwork_MPL	r2	0.1	0	d6	100	100
InferNetwork_MPL	r2	0.1	0	d6	500	100
InferNetwork_MPL	r2	0.1	0	d6	1000	100
InferNetwork_MPL	r2	0.1	0	d6	5000	100
InferNetwork_MPL	r2	0.1	0	d7	100	100
InferNetwork_MPL	r2	0.1	0	d7	500	100
InferNetwork_MPL	r2	0.1	0	d7	1000	100
InferNetwork_MPL	r2	0.1	0	d7	5000	100
InferNetwork_MPL	r2	0.1	0	d8	100	100
InferNetwork_MPL	r2	0.1	0	d8	500	100
InferNetwork_MPL	r2	0.1	0	d8	1000	100
InferNetwork_MPL	r2	0.1	0	d8	5000	100
InferNetwork_MPL	r2	0.1	0	d9	100	100
InferNetwork_MPL	r2	0.1	0	d9	500	100
InferNetwork_MPL	r2	0.1	0	d9	1000	100
InferNetwork_MPL	r2	0.1	0	d9	5000	100
InferNetwork_MPL	r2	0.1	0.1	d1	100	99
InferNetwork_MPL	r2	0.1	0.1	d1	500	100
InferNetwork_MPL	r2	0.1	0.1	d1	1000	100
InferNetwork_MPL	r2	0.1	0.1	d1	5000	100
InferNetwork_MPL	r2	0.1	0.1	d2	100	98
InferNetwork_MPL	r2	0.1	0.1	d2	500	99
InferNetwork_MPL	r2	0.1	0.1	d2	1000	99
InferNetwork_MPL	r2	0.1	0.1	d2	5000	100
InferNetwork_MPL	r2	0.1	0.1	d3	100	100
InferNetwork_MPL	r2	0.1	0.1	d3	500	100
InferNetwork_MPL	r2	0.1	0.1	d3	1000	100
InferNetwork_MPL	r2	0.1	0.1	d3	5000	100
InferNetwork_MPL	r2	0.1	0.1	d4	100	100
InferNetwork_MPL	r2	0.1	0.1	d4	500	100
InferNetwork_MPL	r2	0.1	0.1	d4	1000	100
InferNetwork_MPL	r2	0.1	0.1	d4	5000	100
InferNetwork_MPL	r2	0.1	0.1	d5	100	100
InferNetwork_MPL	r2	0.1	0.1	d5	500	100
InferNetwork_MPL	r2	0.1	0.1	d5	1000	100
InferNetwork_MPL	r2	0.1	0.1	d5	5000	100
InferNetwork_MPL	r2	0.1	0.1	d6	100	99
InferNetwork_MPL	r2	0.1	0.1	d6	500	100
InferNetwork_MPL	r2	0.1	0.1	d6	1000	100
InferNetwork_MPL	r2	0.1	0.1	d6	5000	100
InferNetwork_MPL	r2	0.1	0.1	d7	100	100
InferNetwork_MPL	r2	0.1	0.1	d7	500	100
InferNetwork_MPL	r2	0.1	0.1	d7	1000	100
InferNetwork_MPL	r2	0.1	0.1	d7	5000	100
InferNetwork_MPL	r2	0.1	0.1	d8	100	100
InferNetwork_MPL	r2	0.1	0.1	d8	500	100
InferNetwork_MPL	r2	0.1	0.1	d8	1000	100
InferNetwork_MPL	r2	0.1	0.1	d8	5000	100
InferNetwork_MPL	r2	0.1	0.1	d9	100	100
InferNetwork_MPL	r2	0.1	0.1	d9	500	100
InferNetwork_MPL	r2	0.1	0.1	d9	1000	100
InferNetwork_MPL	r2	0.1	0.1	d9	5000	100
InferNetwork_MPL	r2	0.3	0	d1	100	96
InferNetwork_MPL	r2	0.3	0	d1	500	97
InferNetwork_MPL	r2	0.3	0	d1	1000	95
InferNetwork_MPL	r2	0.3	0	d1	5000	98
InferNetwork_MPL	r2	0.3	0	d2	100	92
InferNetwork_MPL	r2	0.3	0	d2	500	93
InferNetwork_MPL	r2	0.3	0	d2	1000	95
InferNetwork_MPL	r2	0.3	0	d2	5000	94
InferNetwork_MPL	r2	0.3	0	d3	100	98
InferNetwork_MPL	r2	0.3	0	d3	500	100
InferNetwork_MPL	r2	0.3	0	d3	1000	99
InferNetwork_MPL	r2	0.3	0	d3	5000	99
InferNetwork_MPL	r2	0.3	0	d4	100	97
InferNetwork_MPL	r2	0.3	0	d4	500	100
InferNetwork_MPL	r2	0.3	0	d4	1000	99
InferNetwork_MPL	r2	0.3	0	d4	5000	100
InferNetwork_MPL	r2	0.3	0	d5	100	100
InferNetwork_MPL	r2	0.3	0	d5	500	99
InferNetwork_MPL	r2	0.3	0	d5	1000	100
InferNetwork_MPL	r2	0.3	0	d5	5000	100
InferNetwork_MPL	r2	0.3	0	d6	100	96
InferNetwork_MPL	r2	0.3	0	d6	500	100
InferNetwork_MPL	r2	0.3	0	d6	1000	100
InferNetwork_MPL	r2	0.3	0	d6	5000	100
InferNetwork_MPL	r2	0.3	0	d7	100	98
