Diamond	phi	nTrees	SeqLength	Replicate	Net0_lnL	Net1_lnL	Net2_lnL	best_h	RF_dist	HBS	gamma
d2	phi2	250	1000	14	61.00508533708846	3.832776719856689	3.8327767198492984	1	0	1	0.2493625113378015
d2	phi2	250	1000	15	57.309173830325754	3.7747301721633995	3.7747301721392876	1	0	1	0.23343600397218797
d2	phi2	250	1000	16	46.04205125702934	5.44481363271235	5.425508698772751	1	0	1	0.2893134660341335
d2	phi2	250	1000	17	56.20723147581439	5.441495325929228	5.421591791682173	1	0	1	0.38820196491215947
d2	phi2	250	1000	18	56.724313529646814	4.826342248045361	4.826342248045318	1	0	1	0.22100137273484868
d2	phi2	250	1000	19	41.4949041149713	2.8708106623054404	2.870810662264959	1	0	1	0.22292904070911898
d2	phi2	1000	1000	0	43.59721698715263	2.964922995766032	2.964922995745538	1	0	1	0.25250922486306354
d2	phi2	1000	1000	1	41.496130362310915	1.4034594569129006	1.4034594568951735	1	0	1	0.2575999284490292
d2	phi2	1000	1000	2	40.27783519819217	4.256666850202479	4.256666850146858	1	0	1	0.24923453472616283
d2	phi2	1000	1000	3	40.289834849146324	0.8072902080042466	0.8072902080040838	1	0	1	0.2381061576308459
d2	phi2	1000	1000	4	37.90860284617416	0.9104551294538561	0.910455129448593	1	0	1	0.23291855583589025
d2	phi2	1000	1000	5	34.887108271538466	1.5843443357216045	1.584344335502875	1	0	1	0.2663530677123189
d2	phi2	1000	1000	6	51.408166527182004	0.8848693344774812	0.8848693344726485	1	0	1	0.2647588956212784
d2	phi2	1000	1000	7	41.3716584992598	0.7406397202411986	0.7406397201676511	1	0	1	0.27924556327704897
d2	phi2	1000	1000	8	42.631443669617084	1.0069872547792253	1.0069872547750935	1	0	1	0.2910694194430013
d2	phi2	1000	1000	9	39.161127827347165	1.5036166782240499	1.5036166781998421	1	0	1	0.20499686308922682
d2	phi2	1000	1000	10	52.18931742631807	1.0111286183476111	1.0111286183466868	1	0	1	0.3409488485657515
d2	phi2	1000	1000	11	34.74976583997106	0.5685974480208991	0.5685974480174156	1	0	1	0.24034703481997344
d2	phi2	1000	1000	12	27.575289392134597	1.418605135346916	1.4186051352915368	1	0	1	0.17718631843288082
d2	phi2	1000	1000	13	42.397341504394646	0.9959097318296324	0.9959097318284762	1	0	1	0.33119406994960754
d2	phi2	1000	1000	14	40.69690282172451	0.7233821477320541	0.7233821476722183	1	0	1	0.2616606016500913
d2	phi2	1000	1000	15	39.06445144795276	0.2745325020272438	0.2745325020237139	1	0	1	0.26864363298668303
d2	phi2	1000	1000	16	34.687939029212224	0.9474723027027053	0.9474723026896478	1	0	1	0.33017435855986127
d2	phi2	1000	1000	17	49.48182139856657	0.590325245665497	0.5903252456644833	1	0	1	0.2781544864496612
d2	phi2	1000	1000	18	39.681685152368686	0.7307100187323767	0.7307100183690913	1	0	1	0.25202783876153434
d2	phi2	1000	1000	19	43.84558580190613	1.9700395690842467	1.9700395690484445	1	0	1	0.25954622512100395
d2	phi2	4000	1000	0	37.02468730948569	0.3417100357762466	0.3417100356510533	1	0	1	0.27442806173013556
d2	phi2	4000	1000	1	35.776452622597425	0.3387639696225818	0.3387639696203671	1	0	1	0.2187281948966587
d2	phi2	4000	1000	2	41.12000668741402	0.15744394441082682	0.15744394440712023	1	0	1	0.3031718473289766
d2	phi2	4000	1000	3	35.349447720568605	0.2824601123192238	0.2824601118351859	1	0	1	0.2366743452109793
d2	phi2	4000	1000	4	34.88416051958355	0.19841202257304486	0.19841202254309043	1	0	1	0.21591241297325997
d2	phi2	4000	1000	5	36.337164700620306	0.19662736270553857	0.19662736270190798	1	0	1	0.22044212253263185
d2	phi2	4000	1000	6	40.112684623809066	0.2185765522427274	0.21857655222744926	1	0	1	0.2978112220653792
d2	phi2	4000	1000	7	34.893143012810015	0.1028126069040538	0.10281260690043298	1	0	1	0.22028776707580786
d2	phi2	4000	1000	8	41.251168121651254	0.12570217281634327	0.1257021727635269	1	0	1	0.26673713335807475
d2	phi2	4000	1000	9	40.22617869149331	0.16826704461809863	0.16826704447713675	1	0	1	0.24637510112212427
d2	phi2	4000	1000	10	38.192621630888084	0.259641654310724	0.2596416542342304	1	0	1	0.2708612160519719
d2	phi2	4000	1000	11	39.5417071939094	0.5584376030200614	0.5584376030091963	1	0	1	0.2663168894962106
d2	phi2	4000	1000	12	39.53857556353757	0.48263163290437916	0.4826316329032833	1	0	1	0.2908773663528972
d2	phi2	4000	1000	13	40.60394108996107	0.24378518493733772	0.24378518491191936	1	0	1	0.26211391107752635
d2	phi2	4000	1000	14	40.60210411982085	0.4614148160428553	0.46141481517398664	1	0	1	0.2580964081282752
d2	phi2	4000	1000	15	35.89712562114327	0.3200411926053695	0.3200411925982215	1	0	1	0.21583113979919363
d2	phi2	4000	1000	16	35.49932032690767	0.1370995043000785	0.1370995042989399	1	0	1	0.24831435449606695
d2	phi2	4000	1000	17	39.590609358259975	0.3705607697633322	0.3705607697632635	1	0	1	0.22743746630865558
d2	phi2	4000	1000	18	41.6904577761823	0.5148660370572746	0.5148660370552113	1	0	1	0.28510938999111085
d2	phi2	4000	1000	19	44.89047260361899	0.1848291903768903	0.184829190367648	1	0	1	0.2426632735911118
d2	phi3	250	1000	0	8.675603275041944	3.8409360303635975	3.840914224767693	1	6	0	None
d2	phi3	250	1000	1	5.803387408847839	3.5140255607561075	3.514025560655552	1	6	0	None
d2	phi3	250	1000	2	1.460995630794858	0.9781936863614038	0.9764151166145003	0	4	0	None
d2	phi3	250	1000	3	17.0878015366806	6.822165077129093	6.822165071650619	1	2	0	None
d2	phi3	250	1000	4	7.875307462195489	2.4076041912805355	2.407604191200936	1	11	0	None
d2	phi3	250	1000	5	4.284264356049951	2.5177416353544992	2.5177415892276747	0	4	0	None
d2	phi3	250	1000	6	5.863386119174594	2.563330047560651	2.562490663644728	1	9	0	None
d2	phi3	250	1000	7	5.492736170219494	3.6327825931700404	3.632775753194273	0	0	1	0.1782307683290163
d2	phi3	250	1000	8	7.611970082367062	4.954012805116653	4.95401280474641	1	11	0	None
d2	phi3	250	1000	9	9.018576313663186	3.6487960681048457	3.6442473157321413	1	8	0	None
d2	phi3	250	1000	10	8.686454991763584	5.864416525016095	5.864228804745999	1	0	1	0.1635701530699752
d2	phi3	250	1000	11	11.719194437424783	3.8907538052573147	3.890753805188003	1	6	0	None
d2	phi3	250	1000	12	11.574422911174501	6.0130146354666385	6.013011407656439	1	11	0	None
d2	phi3	250	1000	13	18.32613841347221	8.770295956043329	8.770166390045226	1	4	0	None
d2	phi3	250	1000	14	15.061461144274803	7.634255120711302	7.634078803066538	1	11	0	None
d2	phi3	250	1000	15	5.577761014505866	3.0572235779194834	3.0570205807322166	1	0	1	0.049134720554740094
d2	phi3	250	1000	16	7.9939367253685285	3.126935217007435	3.126935216990792	1	6	0	None
d2	phi3	250	1000	17	12.055868508060687	1.8309826229463533	1.830982619909508	1	2	0	None
d2	phi3	250	1000	18	8.989198009474292	5.41487413927865	5.278304217949725	1	0	1	0.20172012930618524
d2	phi3	250	1000	19	6.1797817422541765	3.4626412427954976	3.462641242678944	1	6	0	None
d2	phi3	1000	1000	0	4.400233303704685	1.421051691983319	1.4210498600957413	1	0	1	0.1668106740800045
d2	phi3	1000	1000	1	4.377561259950693	1.6979737416005383	1.696759322012085	1	4	0	None
d2	phi3	1000	1000	2	3.606256124707227	1.0392810193605526	1.039281018839332	1	0	1	0.04150681248224933
d2	phi3	1000	1000	3	5.528669128326428	0.513422563222493	0.505125025445616	1	9	0	None
d2	phi3	1000	1000	4	3.4301824152144733	1.2898591799874422	1.2898591799295442	1	11	0	None
d2	phi3	1000	1000	5	6.15180853806245	0.6073149406569387	0.6071628524517654	1	9	0	None
d2	phi3	1000	1000	6	3.912993331111404	1.7617306031054678	1.7617306030989002	1	4	0	None
d2	phi3	1000	1000	7	5.7639710370240245	2.276618556690239	2.276618553295587	1	0	1	0.044086188785016606
d2	phi3	1000	1000	8	7.236440124765251	2.662079667828599	2.662067413259604	1	0	1	0.18466984380192836
d2	phi3	1000	1000	9	2.673157116986001	1.258974903293602	1.2589749032932243	0	2	0	None
d2	phi3	1000	1000	10	5.3372476995566736	0.6041548631199694	0.6041548630864069	1	0	1	0.05068274573978536
d2	phi3	1000	1000	11	7.1526257576876535	2.08994753408897	2.0899475331957924	1	4	0	None
d2	phi3	1000	1000	12	3.4145188233497494	0.8397623807642458	0.8397623801123697	1	0	1	0.045945101853323914
d2	phi3	1000	1000	13	3.1332782847446237	0.3616195082487884	0.3616194754086619	1	0	1	0.03639745108407912
d2	phi3	1000	1000	14	3.8878664093135624	0.4652557555244017	0.4652557541363036	1	0	1	0.05508990754764062
d2	phi3	1000	1000	15	6.348212515562501	1.3143714892957579	1.3143700093865331	1	0	1	0.18722241677113075
d2	phi3	1000	1000	16	8.775848817380943	0.37733414946780797	0.37733414945186616	1	0	1	0.09303327069009142
d2	phi3	1000	1000	17	4.686897930352403	0.861070633677721	0.8610386017532118	1	4	0	None
d2	phi3	1000	1000	18	4.775450760808531	1.9006163625645878	1.9006163619312737	1	2	0	None
d2	phi3	1000	1000	19	8.51470479004045	1.4344133058647266	1.4344133058580166	1	0	1	0.17783912596776458
d2	phi3	4000	1000	0	1.9368870731880325	0.3567264759712117	0.35672647596987744	0	0	1	0.027957940360871725
d2	phi3	4000	1000	1	3.7312428427813615	0.4554410580107794	0.4554410576647137	1	0	1	0.04388619084193506
d2	phi3	4000	1000	2	4.069228031748682	0.18028737604615533	0.17869527905927607	1	4	0	None
d2	phi3	4000	1000	3	5.4499162041199884	0.2904974704771142	0.2904974698098207	1	0	1	0.09548340788671937
d2	phi3	4000	1000	4	3.3688074299316852	0.3004673687036977	0.3004664690162752	1	0	1	0.0428532639026538
d2	phi3	4000	1000	5	4.8571389121192565	0.4416765586358603	0.44167646657217896	1	0	1	0.0708377542708657
d2	phi3	4000	1000	6	4.225602779802929	0.41105593885841074	0.41105593804965423	1	0	1	0.05100834657765895
d2	phi3	4000	1000	7	3.097099211405413	0.2395127350844003	0.2395127350126903	1	0	1	0.043272352288496345
d2	phi3	4000	1000	8	3.022723494426545	0.1747061095390158	0.17470610953057902	1	0	1	0.05296648909046667
d2	phi3	4000	1000	9	4.232888340934588	0.4352683506610322	0.4352683427175896	1	0	1	0.05702212373143507
d2	phi3	4000	1000	10	5.125846445963387	1.0952224456835473	1.0952224412054472	1	0	1	0.08938048111227012
d2	phi3	4000	1000	11	4.883982111911915	0.3352226918774227	0.33522269183293163	1	0	1	0.049625449269279795
d2	phi3	4000	1000	12	3.0298246314409507	0.4352553218816843	0.435255321880065	1	0	1	0.08429455642651512
d2	phi3	4000	1000	13	3.8176373222972355	0.3072384650523684	0.30723846488113643	1	0	1	0.06098965786366345
d2	phi3	4000	1000	14	7.462937334016766	0.4826739348261564	0.48267393481840826	1	0	1	0.0772746890709879
d2	phi3	4000	1000	15	4.6183191155633905	0.3354058586157489	0.3354058532127827	1	0	1	0.06659937604649195
d2	phi3	4000	1000	16	3.762884394841941	0.1977499387152677	0.19774984750693678	1	0	1	0.054089326019964835
d2	phi3	4000	1000	17	3.51669862602741	0.17599245676440384	0.17599200986404864	1	0	1	0.05096363797017994
d2	phi3	4000	1000	18	5.491951578432149	0.2609271828790012	0.26092713683576146	1	0	1	0.10981121654540082
d2	phi3	4000	1000	19	3.004877429949781	0.0865759261245996	0.08657592591862576	1	0	1	0.036107721295729686
d3	phi1	250	1000	0	96.20068245296765	5.3409566306311484	5.340956630629186	1	0	1	0.4440585669889081
d3	phi1	250	1000	1	108.8976901812343	6.111606865205127	6.111589614226071	1	0	1	0.4828693306830365
d3	phi1	250	1000	2	110.70503076321486	7.757017628787929	7.757017480713664	1	0	1	0.4583797592028188
d3	phi1	250	1000	3	110.95499042029017	6.27238862701076	6.272388627007679	1	0	1	0.4422451044319183
d3	phi1	250	1000	4	84.85382411624138	4.974115170319966	4.974105795855011	1	0	1	0.408090192125627
d3	phi1	250	1000	5	94.68486058295906	6.604804881561652	6.604760655823816	1	0	1	0.49116049839418163
d3	phi1	250	1000	6	88.90552225967357	5.640234263891715	5.640234226491861	1	0	1	0.4984443230763864
d3	phi1	250	1000	7	112.15096638890006	2.6066306286307634	2.6066306286301195	1	0	1	0.4520722349006645
d3	phi1	250	1000	8	106.22827499421277	9.850972159375404	9.850970795352428	1	0	1	0.4955612279524767
d3	phi1	250	1000	9	91.19360747060394	5.935212713085409	5.935209150692616	1	0	1	0.47510074348490516
d3	phi1	250	1000	10	109.47417092915924	6.753718175216815	6.753718175177755	1	0	1	0.43089993457801484
d3	phi1	250	1000	11	122.09389979554153	10.76414415586179	10.764144155856751	1	0	1	0.4672129420867395
d3	phi1	250	1000	12	125.59552251330794	20.037815849736923	9.067586609507279	2	4	0	None
d3	phi1	250	1000	13	103.82321503954608	6.057875874076332	6.05787587364493	1	0	1	0.42219655428532327
d3	phi1	250	1000	14	123.89476007882604	5.7450987498003006	5.745098749798736	1	0	1	0.49918956867123304
d3	phi1	250	1000	15	104.45301798395523	9.349931066968477	9.349931066567086	1	0	1	0.4915836031020533
d3	phi1	250	1000	16	98.80176673653482	5.6459929311703885	5.64598979055251	1	0	1	0.44489696522028127
d3	phi1	250	1000	17	87.10800129729519	4.349993680980911	4.349993680980114	1	0	1	0.4999831517692841
d3	phi1	250	1000	18	112.25262142299944	4.105849180526854	4.105831781792609	1	0	1	0.4091566113804644
d3	phi1	250	1000	19	93.61839083382836	4.218819766253172	4.218819766206229	1	0	1	0.42527353956062347
d3	phi1	1000	1000	0	89.56933997885638	1.6546318167369654	1.6546318166917968	1	0	1	0.4844069651722515
d3	phi1	1000	1000	1	102.7116573570805	1.4419383385445792	1.4419383385096016	1	0	1	0.462191321402184
d3	phi1	1000	1000	2	136.1559353187462	1.814901404196609	1.81488562343591	1	0	1	0.4304033039511082
d3	phi1	1000	1000	3	97.56715726900379	1.778928039929723	1.7789279783001888	1	0	1	0.4946675058983728
d3	phi1	1000	1000	4	104.82411952901617	0.7138283592303705	0.7138283592159418	1	0	1	0.48515193432173864
d3	phi1	1000	1000	5	114.32444730741798	1.4277295504584164	1.4277291964990528	1	0	1	0.49415694500791074
d3	phi1	1000	1000	6	107.56594158457952	1.6489009973529771	1.6488958668780964	1	0	1	0.4891152274323233
d3	phi1	1000	1000	7	93.9328788443444	1.7242275383102403	1.7242275383019214	1	0	1	0.441181265823801
d3	phi1	1000	1000	8	104.46270963207037	2.256144904638947	2.2561449046365207	1	0	1	0.49111410716092724
d3	phi1	1000	1000	9	109.63067929370375	2.4610473095212484	2.4610473095187615	1	0	1	0.4671805077678677
d3	phi1	1000	1000	10	101.96855617173878	3.198564925593209	3.198564924311161	1	0	1	0.46482147059326523
d3	phi1	1000	1000	11	101.75711546499906	2.131276963699863	2.131164989918335	1	0	1	0.4319169068316902
d3	phi1	1000	1000	12	85.82343062660105	1.1207044367910677	1.1207044363998704	1	0	1	0.40605989928675507
d3	phi1	1000	1000	13	95.85661193167148	1.9542333416420183	1.9542333374732748	1	0	1	0.4466635595440006
d3	phi1	1000	1000	14	107.43924397403548	1.7527331856623471	1.7527331856031187	1	0	1	0.489109256843247
d3	phi1	1000	1000	15	116.55408832277581	1.3731450453779805	1.3731450453675311	1	0	1	0.4595681056652871
d3	phi1	1000	1000	16	113.59681395325563	2.0480788901111002	2.048078890021397	1	0	1	0.46372044079767943
d3	phi1	1000	1000	17	90.8805736910016	1.993603467193092	1.993603467157952	1	0	1	0.41940773348225896
d3	phi1	1000	1000	18	105.38543833455576	1.1425407948925104	1.1425407948910213	1	0	1	0.46313584712945244
d3	phi1	1000	1000	19	93.31454821023296	1.6484597283628337	1.6484597282680526	1	0	1	0.4326373558951906
d3	phi1	4000	1000	0	100.50938455685578	0.5254875027224502	0.5254875024943431	1	0	1	0.4956102736532167
d3	phi1	4000	1000	1	94.15707422568344	0.48137167641663253	0.4813716755456459	1	0	1	0.4923376424259556
d3	phi1	4000	1000	2	98.43543127974814	0.37869187050531106	0.37867655318735216	1	0	1	0.4939938264206787
d3	phi1	4000	1000	3	105.83867924897494	0.2490996628603024	0.24909902469672107	1	0	1	0.48204775843416525
d3	phi1	4000	1000	4	91.76406721402202	0.32735468443003074	0.32735468441547505	1	0	1	0.4857360415437703
d3	phi1	4000	1000	5	93.63628240308084	0.4278074240187702	0.4278074239655058	1	0	1	0.464366539519296
d3	phi1	4000	1000	6	100.04477358637091	0.32387395746491365	0.3238543841982465	1	0	1	0.48573810825188346
d3	phi1	4000	1000	7	96.87196757902117	0.6001513053468088	0.6001513019818077	1	0	1	0.47340123254962624
d3	phi1	4000	1000	8	95.33056922163718	0.45832531049461206	0.4583253101308953	1	0	1	0.46710588603329384
d3	phi1	4000	1000	9	91.13579847863821	0.3748405497971477	0.3748405497866002	1	0	1	0.4771538408822617
d3	phi1	4000	1000	10	101.27625564733788	0.5312606137584288	0.5312539172617919	1	0	1	0.48947801998844076
d3	phi1	4000	1000	11	108.50443569461943	0.5408452099227725	0.5408452099176199	1	0	1	0.49845284768943976
d3	phi1	4000	1000	12	96.54624359555334	0.5540266725273968	0.5540266345697014	1	0	1	0.469502263731143
d3	phi1	4000	1000	13	94.91179955330342	0.41167256659187906	0.4116725662337022	1	0	1	0.49444834816603317
d3	phi1	4000	1000	14	103.05844294997479	0.6567350873649326	0.6567216884760883	1	0	1	0.4761469817665357
d3	phi1	4000	1000	15	96.03958976703757	0.35922833365491064	0.3592283335313924	1	0	1	0.48563829223670907
d3	phi1	4000	1000	16	102.0579238360463	0.5314863727513619	0.5314693347107	1	0	1	0.471014610613789
d3	phi1	4000	1000	17	103.90561301998001	0.3550633979133289	0.3550431025591102	1	0	1	0.4777031951722877
d3	phi1	4000	1000	18	112.14553658369621	1.0413444939350742	1.0413444939039098	1	0	1	0.47210904479430527
d3	phi1	4000	1000	19	87.80794846166386	0.34295108354904147	0.3429510831847812	1	0	1	0.4537205175603967
d3	phi2	250	1000	0	39.97800876468126	10.9237655874764	10.923765580385162	1	0	1	0.19694732940062196
d3	phi2	250	1000	1	39.31681935610782	6.990414822989585	6.9904148229573515	1	0	1	0.16480477744342983
d3	phi2	250	1000	2	60.21996052172067	8.865813018841486	8.865813018829494	1	6	0	None
d3	phi2	250	1000	3	72.9668483700362	4.58719651342137	4.5871965134122075	1	0	1	0.32192979666633953
d3	phi2	250	1000	4	71.29953754031354	10.077239332437957	10.077239332429238	1	0	1	0.26203020989307124
d3	phi2	250	1000	5	69.85436907853239	13.749716871408296	13.74971687135807	1	0	1	0.23357440904266966
d3	phi2	250	1000	6	46.10854462500527	3.304242480881665	3.3042424808809527	1	0	1	0.2816914503374615
d3	phi2	250	1000	7	35.074986161575865	5.786624111760271	5.786618409780055	1	0	1	0.16086812039854514
d3	phi2	250	1000	8	72.4612779947073	12.587321056450582	12.587293287765402	1	0	1	0.35283305253933117
d3	phi2	250	1000	9	50.72225897709901	9.060461998505057	9.060461996936459	1	0	1	0.15383164622744783
d3	phi2	250	1000	10	50.249058576853876	9.918728304367548	9.918553672065146	1	0	1	0.24468828677570123
d3	phi2	250	1000	11	69.74588252766041	10.578290118550003	10.578290118545853	1	0	1	0.254220399859054
d3	phi2	250	1000	12	68.43360448333381	5.629784170059934	5.629784170035674	1	0	1	0.2695212937873538
d3	phi2	250	1000	13	41.199989250155824	3.812532364649802	3.8125300377324627	1	0	1	0.2196061672482218
d3	phi2	250	1000	14	48.06839010772962	6.657201859970593	6.657201857470259	1	0	1	0.14768222562874778
d3	phi2	250	1000	15	49.227113310343945	7.2072714518066645	7.207271451792257	1	0	1	0.19076401963796832
d3	phi2	250	1000	16	64.83837158450851	5.131037124012657	5.13103712399884	1	0	1	0.3136110728519522
d3	phi2	250	1000	17	62.53038707288663	7.771632853865666	7.771632852963782	1	0	1	0.29917243314947795
d3	phi2	250	1000	18	53.51121850885085	9.147412090147814	9.14741208423369	1	0	1	0.20557862042086222
d3	phi2	250	1000	19	42.26870201435985	9.811635158986975	9.811635158834948	1	0	1	0.18673279097463955
d3	phi2	1000	1000	0	51.851440009666156	1.637400704611416	1.6374007046106152	1	0	1	0.2656834361785018
d3	phi2	1000	1000	1	45.842324355997526	1.9015119971150265	1.9015119908997922	1	0	1	0.19369706978488346
d3	phi2	1000	1000	2	49.510922310361174	2.7347612905823437	2.734761290565482	1	0	1	0.24671458671315158
d3	phi2	1000	1000	3	59.823586148531255	0.9207525641785687	0.9207525640360318	1	0	1	0.2588635704889818
d3	phi2	1000	1000	4	54.54614879617154	1.2890570721913583	1.2890570720722727	1	0	1	0.22066727725828986
d3	phi2	1000	1000	5	70.46167873404343	1.7846428664732408	1.7846428650829977	1	0	1	0.28772585651841476
d3	phi2	1000	1000	6	39.047935333524315	3.9151919496869416	3.909699929088551	1	0	1	0.23865281221885598
d3	phi2	1000	1000	7	48.559224204478106	1.1651785266953094	1.1651785266906682	1	0	1	0.2749626252596528
d3	phi2	1000	1000	8	43.63102744977575	1.2780126424321967	1.2779119943748214	1	0	1	0.22165531545076375
d3	phi2	1000	1000	9	60.317909140118815	1.4503895711755028	1.4503895679160583	1	0	1	0.3095000582494524
d3	phi2	1000	1000	10	50.034182137446	1.0774715978255214	1.077471597753441	1	0	1	0.22836165473365583
d3	phi2	1000	1000	11	46.93375102018454	2.960251214992452	2.960251214956914	1	0	1	0.22208356229537676
d3	phi2	1000	1000	12	39.88127423292353	3.0835750443757357	3.083575044367368	1	0	1	0.18643079588889575
d3	phi2	1000	1000	13	50.089460771351185	2.038288057451912	2.0382880573945736	1	0	1	0.23909110928612684
d3	phi2	1000	1000	14	49.12278831308627	1.1638474610226073	1.1638474609848979	1	0	1	0.2217292641995967
d3	phi2	1000	1000	15	65.75562474660185	1.7644767668763903	1.7644767666377894	1	0	1	0.2933406852289464
d3	phi2	1000	1000	16	46.40408090420902	1.3421002156789108	1.3420999875481519	1	0	1	0.28174089103011585
d3	phi2	1000	1000	17	52.28678119857166	5.056253000179698	5.05623721258673	1	0	1	0.3528110760727617
d3	phi2	1000	1000	18	44.46921368308564	2.9483711676797295	2.948371167678062	1	0	1	0.27425043551658684
d3	phi2	1000	1000	19	57.02463630605873	1.2406414981473417	1.240641496559423	1	0	1	0.28213241520761567
d3	phi2	4000	1000	0	50.31321037896905	0.2857183861772338	0.2857183861289426	1	0	1	0.25143045951232246
d3	phi2	4000	1000	1	53.62561724530221	1.126540349892768	1.1265403492902	1	0	1	0.2729672325180327
d3	phi2	4000	1000	2	42.94565267449148	0.6230568546585443	0.6230568541553708	1	0	1	0.237918658824796
d3	phi2	4000	1000	3	51.7494313396891	0.5969229922113445	0.5969229921999704	1	0	1	0.239083164859909
d3	phi2	4000	1000	4	48.840735849401995	0.22701515506499254	0.2270151550265001	1	0	1	0.2471261514581837
d3	phi2	4000	1000	5	46.193758342342875	0.563125682815653	0.5631256827885116	1	0	1	0.235284401847127
d3	phi2	4000	1000	6	44.48007849846149	0.20102305720237187	0.20102305714561652	1	0	1	0.23148345911271992
d3	phi2	4000	1000	7	43.1382561430739	0.6978465450629585	0.6978465450367658	1	0	1	0.21553612375388198
d3	phi2	4000	1000	8	47.01586725050069	0.26585268470254253	0.2658526702092427	1	0	1	0.25037561596989993
d3	phi2	4000	1000	9	45.14831953914846	0.19764769668946386	0.197647692425305	1	0	1	0.25259309496704274
d3	phi2	4000	1000	10	51.92339453651824	0.1899446059846824	0.18988105560012175	1	0	1	0.27279217918853227
d3	phi2	4000	1000	11	45.97996838552324	0.4519798236375419	0.451979764753856	1	0	1	0.2533969814671206
d3	phi2	4000	1000	12	48.05266401208478	0.7756646809914333	0.7756646809417411	1	0	1	0.2586359594173751
d3	phi2	4000	1000	13	43.376316554483175	0.4283564923095257	0.4283564922415091	1	0	1	0.2201331495574254
d3	phi2	4000	1000	14	49.65046477734175	0.5353946106649475	0.535394595576816	1	0	1	0.27625261497781906
d3	phi2	4000	1000	15	52.81378961095717	0.24555164225247464	0.24555164221420595	1	0	1	0.24355136852411435
d3	phi2	4000	1000	16	49.953938390283845	0.9399218130759742	0.9399218127299834	1	0	1	0.28645129749336945
d3	phi2	4000	1000	17	48.23085799045735	0.3200730870848991	0.3200730870787236	1	0	1	0.24885837658802157
d3	phi2	4000	1000	18	45.44470052462732	0.25423038649282204	0.254230386451764	1	0	1	0.2324588382995109
d3	phi2	4000	1000	19	50.52368679348711	0.5234719582409377	0.523451139146335	1	0	1	0.2606269833420585
d3	phi3	250	1000	0	26.651268014130363	8.572289715048727	8.572146902554806	1	2	0	None
d3	phi3	250	1000	1	22.73239921469908	10.224737357728522	7.061544144348781	2	2	0	None
d3	phi3	250	1000	2	27.871270293703617	7.61051018837573	7.610489397230296	1	6	0	None
d3	phi3	250	1000	3	18.1201612219096	9.628447547768802	8.760439040821414	1	4	0	None
d3	phi3	250	1000	4	21.007609948465294	5.209563378819839	5.20956337881499	1	0	1	0.02385165737749393
d3	phi3	250	1000	5	19.581297747905058	8.856996997646004	8.856902718715489	1	0	1	0.14835982883930743
d3	phi3	250	1000	6	33.909266534633524	3.82059687175732	3.8205968717453214	1	0	1	0.1000535826542644
d3	phi3	250	1000	7	20.88062475414572	11.464881078395363	11.462731604144045	1	2	0	None
d3	phi3	250	1000	8	11.317239003404087	3.1876524427111503	3.187391334910868	1	6	0	None
d3	phi3	250	1000	9	11.754587251130706	8.049685852565274	6.385797166779426	1	2	0	None
d3	phi3	250	1000	10	24.12261270851649	12.021837078702102	12.021837078680468	1	6	0	None
d3	phi3	250	1000	11	20.099935305582083	8.373274560897297	8.372977002540523	1	0	1	0.16574410142812002
d3	phi3	250	1000	12	15.347469287373634	8.336814404166306	4.191615875322366	2	6	0	None
d3	phi3	250	1000	13	22.252687080561216	5.025999781258833	5.025990683398466	1	0	1	0.052140872515364395
d3	phi3	250	1000	14	26.983359328479363	10.528920170176482	10.527886004454873	1	6	0	None
d3	phi3	250	1000	15	31.443115503162446	10.150484319657862	10.150483960820914	1	0	1	0.1476085452572926
d3	phi3	250	1000	16	13.787315503292234	4.925142125458553	4.924156955742749	1	0	1	0.16374462653632796
d3	phi3	250	1000	17	21.399678984139285	7.875545443865815	7.875545443849154	1	6	0	None
d3	phi3	250	1000	18	9.893127624555145	4.389157448898102	4.388860865848033	1	2	0	None
d3	phi3	250	1000	19	14.846140364495911	5.095131873285494	4.976144831534506	1	2	0	None
d3	phi3	1000	1000	0	11.366091928694258	2.8215202606878096	2.820978292956015	1	0	1	0.033662424471082676
d3	phi3	1000	1000	1	11.001885624074012	1.3221693222075988	1.3216332556951795	1	0	1	0.046247275229374815
d3	phi3	1000	1000	2	11.034396866248466	2.5795677392044016	2.5710661710321188	1	0	1	0.0728651353868418
d3	phi3	1000	1000	3	9.126409803298657	1.6228766703537278	1.622876670274683	1	0	1	0.03642934308724882
d3	phi3	1000	1000	4	12.17676241185268	1.7999711917038577	1.7999646734260444	1	0	1	0.05481402439595097
d3	phi3	1000	1000	5	6.095959604773369	1.3241540603570499	1.3154477537923164	1	0	1	0.025483551718421746
d3	phi3	1000	1000	6	9.53981519774356	0.9128165522274532	0.9127634852020632	1	0	1	0.025892898461340994
d3	phi3	1000	1000	7	6.691798977954258	0.48380380025714004	0.4838038002566047	1	0	1	0.032703620296310805
d3	phi3	1000	1000	8	12.105549893941506	1.6675928108247904	1.6675928108135605	1	0	1	0.06194296146311237
d3	phi3	1000	1000	9	10.218079385389423	1.1639151748708834	1.1631840868749994	1	0	1	0.1387713671974873
d3	phi3	1000	1000	10	12.592990271802497	2.3032760187360424	2.3032642972650454	1	0	1	0.04367525376820727
d3	phi3	1000	1000	11	13.917746843820487	2.9471424466328044	2.947122466600317	1	0	1	0.04881532259459214
